"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","APC-A","V450-A","V500-A","Time"
103313.242188,52073.000000,130023.945312,88044.000000,36632.000000,157513.968750,113.900002,2396.660156,702.240051,1.303274
71927.437500,40764.000000,115637.242188,57805.500000,27904.000000,135763.375000,135.339996,1993.670044,638.400024,1.303274
143923.875000,56554.000000,166782.109375,71614.500000,27873.000000,168382.593750,151.419998,3130.820068,968.240051,1.303274
92804.078125,46425.000000,131007.171875,79887.000000,35261.000000,148477.750000,125.960007,2009.630005,732.830017,1.305421
77541.281250,46246.000000,109885.085938,51609.000000,26840.000000,126015.179688,108.540001,1609.300049,605.150024,1.305421
76969.039062,51136.000000,98643.671875,22006.500000,13283.000000,108576.226562,69.680000,1365.910034,505.400024,1.305421
73878.757812,44136.000000,109699.984375,31612.500000,14597.000000,141930.328125,46.900002,1476.300049,549.290039,1.305421
170534.890625,68957.000000,162074.562500,85914.000000,29237.000000,192579.953125,143.380005,3306.380127,1246.210083,1.305421
100151.203125,52363.000000,125346.312500,100995.000000,34547.000000,191588.515625,123.280006,2037.560059,736.820007,1.305421
173605.843750,51869.000000,219349.359375,262143.000000,64389.000000,262143.000000,487.760010,8168.860352,2366.070068,1.305421
75376.523438,44225.000000,111698.718750,41194.500000,17947.000000,150427.531250,136.680008,1437.730103,493.430023,1.305421
67524.320312,39390.000000,112345.109375,58033.500000,26999.000000,140867.578125,29.480001,2854.180176,756.770020,1.305421
110847.125000,62888.000000,115514.531250,49032.000000,21303.000000,150840.781250,158.120010,2399.320068,619.780029,1.305421
115848.242188,63424.000000,119705.953125,80487.000000,41362.000000,127527.601562,72.360001,4192.160156,1283.450073,1.305421
83580.164062,42482.000000,128937.179688,57685.500000,20041.000000,188637.156250,128.639999,1927.170044,570.570007,1.305421
9582.719727,9443.000000,66505.671875,1612.500000,1630.000000,64832.394531,-9.380000,168.910004,10.640000,1.307568
80764.960938,41733.000000,126830.382812,39519.000000,16665.000000,155410.593750,49.580002,3427.410156,954.940002,1.307568
177525.046875,66946.000000,173786.062500,172636.500000,56869.000000,198946.828125,243.880005,5523.490234,1713.040039,1.307568
77337.039062,47232.000000,107307.765625,51925.500000,26908.000000,126467.593750,58.960003,1614.619995,458.850006,1.307568
82540.562500,44242.000000,122267.945312,76641.000000,35963.000000,139664.234375,50.920002,4091.080078,1086.609985,1.307568
95010.242188,48278.000000,128973.671875,42853.500000,18652.000000,150570.828125,89.779999,3118.850098,945.630005,1.307568
17327.281250,14410.000000,78803.656250,1344.000000,1057.000000,83330.546875,-1.340000,-58.520000,-5.320000,1.309716
156417.484375,49247.000000,208154.328125,150127.500000,30726.000000,262143.000000,309.540009,4447.520020,1142.470093,1.309716
137431.437500,57614.000000,156328.437500,105075.000000,40662.000000,169352.109375,213.060013,3108.210205,884.450012,1.309716
94912.718750,54372.000000,114400.796875,46111.500000,24759.000000,122055.140625,84.420006,2199.820068,613.130005,1.309716
114430.523438,51605.000000,145321.562500,68919.000000,27555.000000,163914.921875,176.880005,6067.459961,1646.540039,1.309716
262143.000000,70686.000000,243043.937500,262143.000000,258684.000000,66412.328125,144060.718750,148518.437500,41662.250000,1.309716
262143.000000,53263.000000,262143.000000,159981.000000,25610.000000,262143.000000,440.860016,6580.840332,2009.630005,1.311863
67237.281250,41275.000000,106758.640625,54171.000000,22831.000000,155496.953125,80.400002,2295.580078,555.940002,1.311863
71560.359375,37564.000000,124847.710938,64923.000000,28852.000000,147469.625000,81.740005,2983.190186,828.590027,1.311863
12427.360352,11943.000000,68193.882812,1326.000000,1175.000000,73958.070312,50.920002,74.480003,-9.310000,1.311863
82271.000000,45724.000000,117918.648438,62052.000000,27354.000000,148667.093750,151.419998,1686.440063,492.100006,1.311863
37355.679688,28940.000000,84593.710938,43869.000000,29628.000000,97036.546875,1049.219971,1653.190063,508.060028,1.311863
62477.199219,35825.000000,114291.851562,38664.000000,19906.000000,127292.468750,158.120010,3152.100098,936.320007,1.314010
85570.125000,52158.000000,107518.000000,51796.500000,24152.000000,140548.828125,68.340004,1681.119995,550.619995,1.314010
89838.000000,51562.000000,114185.312500,55783.500000,27027.000000,135265.750000,156.779999,1941.800049,490.770020,1.314010
80496.320312,40068.000000,131661.359375,56205.000000,24008.000000,153425.968750,71.020004,2519.020020,647.710022,1.314010
10222.120117,9165.000000,73095.132812,1948.500000,1641.000000,77816.507812,-44.220001,65.170006,-9.310000,1.314010
80067.601562,43325.000000,121115.062500,45154.500000,17783.000000,166408.656250,34.840000,1558.760010,613.130005,1.314010
80419.960938,42327.000000,124516.335938,67699.500000,23804.000000,186386.937500,97.820000,1758.260010,524.020020,1.314010
66401.000000,34477.000000,126219.109375,69301.500000,32637.000000,139159.328125,85.760002,3081.610107,900.410034,1.314010
94041.484375,43928.000000,140300.109375,54978.000000,20269.000000,177761.015625,95.139999,1783.530029,601.160034,1.314010
89432.281250,46666.000000,125595.382812,75475.500000,27416.000000,180418.828125,84.420006,1933.820068,714.210022,1.314010
10437.400391,8397.000000,81460.695312,1228.500000,1090.000000,73863.281250,-40.200001,-14.630000,9.310000,1.316157
60747.601562,35395.000000,112477.890625,94321.500000,44003.000000,140478.015625,131.320007,2282.280029,557.270020,1.316157
70341.359375,39124.000000,117827.718750,49734.000000,19750.000000,165031.281250,24.120001,2819.600098,873.810059,1.316157
153720.968750,64544.000000,156083.562500,52357.500000,23342.000000,147001.156250,135.339996,3161.410156,1077.300049,1.316157
153394.359375,60656.000000,165735.500000,89307.000000,34986.000000,167290.453125,132.660004,5804.120117,1380.540039,1.316157
77825.562500,48442.000000,105288.304688,56833.500000,23174.000000,160724.968750,140.699997,5902.540039,1461.670044,1.318304
148365.640625,74742.000000,130091.390625,66037.500000,29578.000000,146319.343750,104.520004,3186.680176,1142.470093,1.318304
111088.164062,46204.000000,157568.046875,78408.000000,30607.000000,167887.953125,76.380005,1703.730103,508.060028,1.318304
59972.042969,34975.000000,112375.351562,61000.500000,26059.000000,153410.671875,89.779999,1131.830078,315.210022,1.318304
93710.281250,49306.000000,124556.789062,90169.500000,29001.000000,203763.625000,179.559998,2167.900146,770.070007,1.318304
113476.484375,55388.000000,134267.265625,51954.000000,25013.000000,136123.515625,124.620003,2439.219971,738.150024,1.318304
237642.437500,70885.000000,219709.875000,152982.000000,34407.000000,262143.000000,446.220001,5241.530273,1385.859985,1.318304
