"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","APC-A","V450-A","V500-A","Time"
8041.720215,8167.000000,64530.695312,840.000000,777.000000,70849.734375,10.720000,-75.810005,-1.330000,1.037543
62930.761719,34760.000000,118648.750000,39055.500000,19028.000000,134514.468750,-46.900002,3007.130127,775.390015,1.039643
10298.480469,7303.000000,92416.992188,121303.500000,69649.000000,114140.132812,636.500000,1110.550049,381.710022,1.039643
93307.320312,52664.000000,116113.257812,116455.500000,42896.000000,177919.328125,167.500000,6266.959961,2515.030029,1.039643
164681.843750,54934.000000,196464.656250,79374.000000,18831.000000,262143.000000,221.100006,3706.710205,1614.619995,1.039643
72074.640625,41757.000000,113118.367188,48916.500000,23344.000000,137328.296875,135.339996,4256.000000,1360.590088,1.039643
68535.398438,32860.000000,136687.031250,43882.500000,19975.000000,143974.140625,61.640003,15348.200195,19848.919922,1.039643
87308.921875,50816.000000,112599.914062,38125.500000,17342.000000,144077.546875,69.680000,2241.050049,933.660034,1.039643
74313.000000,44689.000000,108979.320312,30112.500000,15449.000000,127739.843750,54.940002,1867.320068,466.830017,1.039643
65188.441406,35069.000000,121822.398438,51166.500000,20036.000000,167361.140625,109.880005,6220.410156,6231.050293,1.041743
77040.804688,43210.000000,116846.703125,67912.500000,29477.000000,150989.359375,14.740001,2125.340088,601.160034,1.041743
70610.921875,38359.000000,120638.109375,48195.000000,20998.000000,150419.453125,96.480003,2548.280029,1033.410034,1.041743
86026.445312,42896.000000,131430.187500,67498.500000,23251.000000,190253.390625,97.820000,3082.940186,928.340027,1.041743
90179.320312,45468.000000,129981.351562,48693.000000,18588.000000,171677.671875,65.660004,2806.300049,989.520020,1.041743
96734.320312,46411.000000,136596.515625,54078.000000,22078.000000,160524.312500,88.440002,2477.790039,1000.160034,1.041743
129028.164062,42421.000000,199334.984375,125319.000000,31761.000000,258584.625000,249.240005,6386.660156,2689.260010,1.041743
68673.398438,34146.000000,131804.015625,60463.500000,28000.000000,141519.140625,77.720001,5317.340332,4242.700195,1.041743
62238.000000,33065.000000,123357.929688,50847.000000,23072.000000,144430.859375,52.260002,2637.390137,828.590027,1.041743
112725.765625,64182.000000,115103.851562,29035.500000,14587.000000,130449.757812,226.460007,1324.680054,502.740021,1.043844
117732.398438,47505.000000,162418.906250,100497.000000,29390.000000,224095.656250,202.340012,3202.640137,815.290039,1.043844
84897.601562,44939.000000,123808.921875,24598.500000,13140.000000,122685.492188,69.680000,2536.310059,1002.820007,1.043844
61263.722656,38344.000000,104709.445312,39330.000000,21785.000000,118316.773438,24.120001,3203.970215,1037.400024,1.043844
91570.359375,56602.000000,106023.726562,21504.000000,11132.000000,126597.750000,-10.720000,1488.270020,582.540039,1.043844
104947.164062,51983.000000,132308.984375,60147.000000,28478.000000,138415.406250,120.600006,5633.880371,5061.979980,1.043844
66708.281250,39109.000000,111784.851562,49249.500000,17988.000000,179431.578125,34.840000,1721.020020,718.200012,1.043844
73474.882812,39418.000000,122158.664062,74929.500000,28953.000000,169605.218750,115.240005,1895.250122,859.180054,1.043844
99089.523438,53354.000000,121714.046875,86077.500000,36667.000000,153848.828125,117.920006,4015.270020,1626.590088,1.043844
